Number,PlotNo,Subplot,Location,Date,Layer,corrected,CFs,Taxon,Euro+Med Taxon,0.01,0.03,0.10,0.32,1.00,3.16,phen,Seedling,Juvenile,FlowerBud,Flowering,Fruiting,PostFruiting,height,
971,BC05,SE,Hochschulsport,30/05/2025,,,,Festuca rubra,Festuca rubra,10,5,5,7,10,10,,,,,,,,,
1011,BC05,NW,Hochschulsport,23/07/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,,
1038,BC05,SE,Hochschulsport,23/07/2025,,,,Festuca rubra,Festuca rubra,,,,,5,8,fr,,,,,1,,"15, 12, 18",
1073,BC05,NW,Hochschulsport,28/09/2025,,,,Festuca rubra,Festuca rubra,,,,,10,8,fr,,,,,1,,,
1104,BC05,SE,Hochschulsport,28/09/2025,,,,Festuca rubra,Festuca rubra,,,,,8,,,,,,,,,"16, 14, 11",
1138,BC06,NW,Volleyball,27/03/2025,,,,Festuca rubra,Festuca rubra,,,,,15,,,,,,,,,"5, 3, 2",
1160,BC06,SE,Volleyball,27/03/2025,,,,Festuca rubra,Festuca rubra,,,,,5,30,,,,,,,,,
1194,BC06,NW,Volleyball,23/05/2025,,,,Festuca rubra,Festuca rubra,0,5,20,15,20,,,,,,,,,,
1218,BC06,SE,Volleyball,23/05/2025,,,,Festuca rubra,Festuca rubra,0,0,0,0,5,15,fr,,,,,1,,"12, 9, 8",
1249,BC06,NW,Volleyball,30/07/2025,,,,Festuca rubra,Festuca rubra,,,,,25,20,,,,,,,,"8, 6, 6",
1270,BC06,SE,Volleyball,30/07/2025,,,,Festuca rubra,Festuca rubra,,,,,30,,,,,,,,,,
1300,BC06,NW,Volleyball,28/09/2025,,,,Festuca rubra,Festuca rubra,,,,,17,15,,,,,,,,,
1324,BC06,SE,Volleyball,28/09/2025,,,,Festuca rubra,Festuca rubra,,,,,40,,,,,,,,,"8, 11, 10",
1358,BC07,N,Sophie's site,27/03/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,,
1391,BC07,S,Sophie's site,27/03/2025,,,cf,Festuca rubra,Festuca rubra,,,,,15,15,,,,,,,,"5, 5, 7",
1434,BC07,N,Sophie's site,23/05/2025,,,,Festuca rubra,Festuca rubra,0,30,15,15,15,12,fl/fr,,,,1,1,,,
1452,BC07,S,Sophie's site,23/05/2025,,,,Festuca rubra,Festuca rubra,25,15,15,10,10,,,,,,,,,"5, 3, 5",
1487,BC07,N,Sophie's site,31/07/2025,,,,Festuca rubra,Festuca rubra,,,,,15,20,fl/fr,,,,1,1,,"5, 10",
1509,BC07,S,Sophie's site,31/07/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,,
1545,BC07,N,Sophie's site,28/09/2025,,,,Festuca rubra,Festuca rubra,,,,,17,10,,,,,,,,,
1575,BC07,S,Sophie's site,28/09/2025,,,,Festuca rubra,Festuca rubra,,,,,7,,,,,,,,,"4, 10, 9",
1734,BC09,NW,Zierkirschenplatz Randstreifen,27/03/2025,,,,Festuca rubra,Festuca rubra,,,,,5,7,,,,,,,,,
1751,BC09,SE,Zierkirschenplatz Randstreifen,27/03/2025,,,,Festuca rubra,Festuca rubra,,,,,3,,,,,,,,,"5, 6, 6",
1771,BC09,NW,Zierkirschenplatz Randstreifen,24/05/2025,,,,Festuca rubra,Festuca rubra,0,0,5,5,3,10,,,,,,,,,
1789,BC09,SE,Zierkirschenplatz Randstreifen,24/05/2025,,,,Festuca rubra,Festuca rubra,30,25,20,20,15,,fl,,,,1,,,"20, 14, 28",
1810,BC09,NW,Zierkirschenplatz Randstreifen,30/07/2025,,,,Festuca rubra,Festuca rubra,,,,,15,15,,,,,,,,"11, 13, 10",
1830,BC09,SE,Zierkirschenplatz Randstreifen,30/07/2025,,,,Festuca rubra,Festuca rubra,,,,,25,,,,,,,,,,
1856,BC09,NW,Zierkirschenplatz Randstreifen,03/10/2025,,,,Festuca rubra,Festuca rubra,,,,,15,,,,,,,,,,
1875,BC09,SE,Zierkirschenplatz Randstreifen,03/10/2025,,,,Festuca rubra,Festuca rubra,,,,,25,20,fr,,,,,1,,"10, 17, 13",
1914,BC10,NW,Arnimallee meadow,04/04/2025,,,,Festuca rubra,Festuca rubra,,,,,0.5,,,,,,,,,,
1952,BC10,SE,Arnimallee meadow,04/04/2025,,,,Festuca rubra,Festuca rubra,,,,,0.5,1,,,,,,,,"4, 3, 4",
2003,BC10,NW,Arnimallee meadow,31/05/2025,,,,Festuca rubra,Festuca rubra,0,0,0,0,3,fl/fr,,,,,,,,,
2042,BC10,SE,Arnimallee meadow,31/05/2025,,,,Festuca rubra,Festuca rubra,0,0,0,2,2,2,fl/fr,,,,1,1,,"39, 25",
2094,BC10,NW,Arnimallee meadow,25/07/2025,,,,Festuca rubra,Festuca rubra,,,,,2,,,,,,,,,,
2124,BC10,SE,Arnimallee meadow,25/07/2025,,,,Festuca rubra,Festuca rubra,,,,,2,2,,,,,,,,"8, 9, 8",
2168,BC10,NW,Arnimallee meadow,03/10/2025,,,,Festuca rubra,Festuca rubra,,,,,3,,,,,,,,,,
2199,BC10,SE,Arnimallee meadow,03/10/2025,,,,Festuca rubra,Festuca rubra,,,,,3,2,,,,,,,,"8, 12, 8",
2227,BC11,NW,Durchgang Fabeckstrasse Takustrasse,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,5,7,,,,,,,,,
2242,BC11,SE,Durchgang Fabeckstrasse Takustrasse,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,7,,,,,,,,,"2, 4, 4",
2264,BC11,NW,Durchgang Fabeckstrasse Takustrasse,31/05/2025,,,,Festuca rubra,Festuca rubra,10,10,10,7,5,12,,,,,,,,,
2280,BC11,SE,Durchgang Fabeckstrasse Takustrasse,31/05/2025,,,,Festuca rubra,Festuca rubra,0,3,10,8,10,,fl/fr,,,,1,1,,"5, 4, 3",
2308,BC11,NW,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,,Festuca rubra,Festuca rubra,,,,,3,10,,,,,,,,"7, 7, 8",
2323,BC11,SE,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,,Festuca rubra,Festuca rubra,,,,,5,,,,,,,,,,
2349,BC11,NW,Durchgang Fabeckstrasse Takustrasse,01/10/2025,,,,Festuca rubra,Festuca rubra,,,,,10,10,,,,,,,,,
2367,BC11,SE,Durchgang Fabeckstrasse Takustrasse,01/10/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,"8, 7, 7",
2390,BC12,NW,Sustainibility Dep.,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,20,,,,,,,,,,
2413,BC12,SE,Sustainibility Dep.,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,25,20,,,,,,,,"8, 6, 5",
2438,BC12,NW,Sustainibility Dep.,31/05/2025,,,,Festuca rubra,Festuca rubra,70,60,50,50,35,,,,,,,,,,
2462,BC12,SE,Sustainibility Dep.,31/05/2025,,,,Festuca rubra,Festuca rubra,60,50,40,25,30,30,fl/fr,,,,1,1,,"45, 23, 50",
2489,BC12,NW,Sustainibility Dep.,25/07/2025,,,,Festuca rubra,Festuca rubra,,,,,30,,,,,,,,,,
2509,BC12,SE,Sustainibility Dep.,25/07/2025,,,,Festuca rubra,Festuca rubra,,,,,20,20,,,,,,,,"12, 10, 7",
2537,BC12,NW,Sustainibility Dep.,03/10/2025,,,,Festuca rubra,Festuca rubra,,,,,30,30,,,,,,,,,
2559,BC12,SE,Sustainibility Dep.,03/10/2025,,,,Festuca rubra,Festuca rubra,,,,,25,,,,,,,,,"13, 13, 7",
2585,BC13,NW,Profund,05/04/2025,,,,Festuca rubra,Festuca rubra,,,,,3,,,,,,,,,,
2606,BC13,SE,Profund,05/04/2025,,,,Festuca rubra,Festuca rubra,,,,,2,5,,,,,,,,"4, 6, 5",
2640,BC13,NW,Profund,29/05/2025,,,,Festuca rubra,Festuca rubra,0,0,0,0,5,8,fl/fr,,,,1,1,,,
2664,BC13,SE,Profund,29/05/2025,,,,Festuca rubra,Festuca rubra,5,5,10,8,8,,,,,,,,,"50, 38, 45",
2696,BC13,NW,Profund,28/07/2025,,,,Festuca rubra,Festuca rubra,,,,,7,6,,,,,,,,"9, 12, 11",
2719,BC13,SE,Profund,28/07/2025,,,,Festuca rubra,Festuca rubra,,,,,5,,,,,,,,,,
2751,BC13,NW,Profund,05/10/2025,,,,Festuca rubra,Festuca rubra,,,,,5,5,,,,,,,,,
2778,BC13,SE,Profund,05/10/2025,,,,Festuca rubra,Festuca rubra,,,,,5,,,,,,,,,"7, 5, 6",
2813,BC14,NW,Biodidaktik,03/04/2025,,,,Festuca rubra,Festuca rubra,,,,,20,15,,,,,,,,"8, 7, 5",
2840,BC14,SE,Biodidaktik,03/04/2025,,,,Festuca rubra,Festuca rubra,,,,,7,,,,,,,,,,
2865,BC14,NW,Biodidaktik,29/05/2025,,,,Festuca rubra,Festuca rubra,20,15,5,15,20,,,,,,,,,,
2894,BC14,SE,Biodidaktik,29/05/2025,,,,Festuca rubra,Festuca rubra,15,30,20,20,15,18,fl,,,,1,,,"40, 30, 36",
2916,BC14,NW,Biodidaktik,28/07/2025,,,,Festuca rubra,Festuca rubra,,,,,15,15,,,,,,,,"7, 8, 6",
2942,BC14,SE,Biodidaktik,28/07/2025,,,,Festuca rubra,Festuca rubra,,,,,7,,,,,,,,,,
2963,BC14,NW,Biodidaktik,05/10/2025,,,,Festuca rubra,Festuca rubra,,,,,20,10,,,,,,,,,
2989,BC14,SE,Biodidaktik,05/10/2025,,,,Festuca rubra,Festuca rubra,,,,,5,,,,,,,,,"11, 13, 8",
3014,BC15,NW,Blühfläche PflaPhy,27/03/2025,,,,Festuca rubra,Festuca rubra,,,,,15,,,,,,,,,,
3035,BC15,SE,Blühfläche PflaPhy,27/03/2025,,,,Festuca rubra,Festuca rubra,,,,,30,30,,,,,,,,"6, 5, 4",
3063,BC15,NW,Blühfläche PflaPhy,29/05/2025,,,,Festuca rubra,Festuca rubra,0,10,15,5,15,15,fl/fr,,,,1,1,,,
3085,BC15,SE,Blühfläche PflaPhy,29/05/2025,,,,Festuca rubra,Festuca rubra,10,20,30,15,18,,,,,,,,,"32, 25, 23",
3104,BC15,NW,Blühfläche PflaPhy,29/07/2025,,,,Festuca rubra,Festuca rubra,,,,,15,15,fl,,,,1,,,"11, 20, 8",
3122,BC15,SE,Blühfläche PflaPhy,29/07/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,,
3145,BC15,NW,Blühfläche PflaPhy,01/10/2025,,,,Festuca rubra,Festuca rubra,,,,,10,15,,,,,,,,,
3164,BC15,SE,Blühfläche PflaPhy,01/10/2025,,,,Festuca rubra,Festuca rubra,,,,,15,,,,,,,,,"8, 3",
3190,BC16,NW,Vorderseite PflaPhy,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,15,15,,,,,,,,"6, 9, 8",
3214,BC16,SE,Vorderseite PflaPhy,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,,
3245,BC16,NW,Vorderseite PflaPhy,26/05/2025,,,,Festuca rubra,Festuca rubra,25,30,15,17,15,,fl/fr,,,,1,1,,,
3266,BC16,SE,Vorderseite PflaPhy,26/05/2025,,,,Festuca rubra,Festuca rubra,10,15,15,15,12,15,,,,,,,,"35, 39, 40",
3292,BC16,NW,Vorderseite PflaPhy,02/08/2025,,,,Festuca rubra,Festuca rubra,,,,,30,20,,,,,,,,"14, 10, 9",
3314,BC16,SE,Vorderseite PflaPhy,02/08/2025,,,,Festuca rubra,Festuca rubra,,,,,8,,,,,,,,,,
3338,BC16,NW,Vorderseite PflaPhy,05/10/2025,,,,Festuca rubra,Festuca rubra,,,,,15,15,,,,,,,,,
3364,BC16,SE,Vorderseite PflaPhy,05/10/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,"7, 6, 9",
3408,BC17,N,Gartenhaus Blühfläche,05/04/2025,,,,Festuca rubra,Festuca rubra,,,,,5,15,,,,,,,,"8, 6, 5",
3453,BC17,S,Gartenhaus Blühfläche,05/04/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,,
3501,BC17,N,Gartenhaus Blühfläche,23/05/2025,,X,,Festuca rubra,Festuca rubra,0,0,0,0,5,12,fl,,,,1,,,"8, 9, 6",
3538,BC17,S,Gartenhaus Blühfläche,23/05/2025,,,,Festuca rubra,Festuca rubra,10,15,30,20,15,,,,,,,,,,
3587,BC17,N,Gartenhaus Blühfläche,23/07/2025,,,,Festuca rubra,Festuca rubra,,,,,10,,,,,,,,,,
3620,BC17,S,Gartenhaus Blühfläche,23/07/2025,,,,Festuca rubra,Festuca rubra,,,,,10,6,,,,,,,,"7, 8, 6",
3667,BC17,N,Gartenhaus Blühfläche,01/10/2025,,,,Festuca rubra,Festuca rubra,,,,,7,10,,,,,,,,,
3705,BC17,S,Gartenhaus Blühfläche,01/10/2025,,,,Festuca rubra,Festuca rubra,,,,,8,,,,,,,,,"12, 10, 11",
3742,BC18,NW,Gartenhaus,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,10,10,,,,,,,,"7, 5, 4",
3765,BC18,SE,Gartenhaus,28/03/2025,,,,Festuca rubra,Festuca rubra,,,,,2,,,,,,,,,,
3790,BC18,NW,Gartenhaus,24/05/2025,,,,Festuca rubra,Festuca rubra,5,1,0.1,2,2,5,,,,,,,,,
3817,BC18,SE,Gartenhaus,24/05/2025,,,,Festuca rubra,Festuca rubra,0,0,3,2,3,,fl,,,,1,,,"26, 15, 18",
3846,BC18,NW,Gartenhaus,01/08/2025,,,,Festuca rubra,Festuca rubra,,,,,8,5,(fl/fr),,,,1,1,,"12, 19, 16",
3871,BC18,SE,Gartenhaus,01/08/2025,,,,Festuca rubra,Festuca rubra,,,,,3,,,,,,,,,,
3903,BC18,NW,Gartenhaus,26/09/2025,,,,Festuca rubra,Festuca rubra,,,,,6,,,,,,,,,"11, 18, 17",
3932,BC18,SE,Gartenhaus,26/09/2025,,,,Festuca rubra,Festuca rubra,,,,,3,5,,,,,,,,,
3958,BC19,NW,Rasen Pharmazie,05/04/2025,,,,Festuca rubra,Festuca rubra,,,,,3,,,,,,,,,,
3977,BC19,SE,Rasen Pharmazie,05/04/2025,,,,Festuca rubra,Festuca rubra,,,,,2,4,,,,,,,,"8, 5, 6",
3999,BC19,NW,Rasen Pharmazie,26/05/2025,,,,Festuca rubra,Festuca rubra,0,10,10,5,10,X,fl,,,,1,,,,
4020,BC19,SE,Rasen Pharmazie,26/05/2025,,,,Festuca rubra,Festuca rubra,0,5,15,10,15,,fl,,,,1,,,"50, 32, 29",
4040,BC19,NW,Rasen Pharmazie,22/07/2025,,,,Festuca rubra,Festuca rubra,,,,,2,,,,,,,,,"12, 10, 7",
4062,BC19,SE,Rasen Pharmazie,22/07/2025,,,,Festuca rubra,Festuca rubra,,,,,3,5,,,,,,,,,
4079,BC19,NW,Rasen Pharmazie,26/09/2025,,,,Festuca rubra,Festuca rubra,,,,,5,10,,,,,,,,,
4100,BC19,SE,Rasen Pharmazie,26/09/2025,,,,Festuca rubra,Festuca rubra,,,,,8,,,,,,,,,"10, 9, 10",
4129,BC20,NW,Theaterwissenschaften,25/03/2025,,,,Festuca rubra,Festuca rubra,25,10,10,15,15,,,,,,,,,,
4155,BC20,SE,Theaterwissenschaften,25/03/2025,,,,Festuca rubra,Festuca rubra,0,2,5,5,20,30,,,,,,,,"9, 7, 5",
4190,BC20,NW,Theaterwissenschaften,26/05/2025,,,,Festuca rubra,Festuca rubra,0,15,10,15,18,20,,,,,,,,,
4218,BC20,SE,Theaterwissenschaften,26/05/2025,,,,Festuca rubra,Festuca rubra,0,5,15,10,15,,fl+fr,,,,1,1,,"34, 19, 30",
4256,BC20,NW,Theaterwissenschaften,22/07/2025,,,,Festuca rubra,Festuca rubra,,,,,7,,,,,,,,,"8, 9, 6",
4275,BC20,SE,Theaterwissenschaften,22/07/2025,,,,Festuca rubra,Festuca rubra,,,,,5,11,,,,,,,,,
4304,BC20,NW,Theaterwissenschaften,26/09/2025,,,,Festuca rubra,Festuca rubra,,,,,13,15,,,,,,,,,
4328,BC20,SE,Theaterwissenschaften,26/09/2025,,,,Festuca rubra,Festuca rubra,,,,,15,,,,,,,,,"8, 10, 6",
2380,BC12,EXT,Sustainibility Dep.,28/03/2025,,,,Ficaria verna,Ficaria verna,,,,,0,1,,,,,,,,"3, 2, 4",
3766,BC18,SE,Gartenhaus,28/03/2025,,,,Ficaria verna,Ficaria verna,,,,,0.01,0.0001,,,,,,,,2,
4113,BC20,EXT,Theaterwissenschaften,25/03/2025,,,,Ficaria verna,Ficaria verna,0,0,0,0,0,0.5,,,,,,,,"3, 2, 3",
1888,BC10,EXT,Arnimallee meadow,04/04/2025,,,,Fragaria,Fragaria,,,,,0,0.01,,,,,,,,1,
1981,BC10,EXT,Arnimallee meadow,31/05/2025,,,,Fragaria,Fragaria,0,0,0,0,0,0.01,,,,,,,,"4, 3, 1",
893,BC05,SE,Hochschulsport,28/03/2025,,,cf,Galanthus,Galanthus,,,,,0.001,0.001,,,,,,,,6,
3385,BC17,EXT,Gartenhaus Blühfläche,05/04/2025,,,,Galanthus,Galanthus,,,,,0,0.001,,,,,,,,6,
2426,BC12,EXT,Sustainibility Dep.,31/05/2025,,,,Galium album,Galium album,0,0,0,0,0,4,fl,,,,1,,,"42, 29, 45",
2478,BC12,EXT,Sustainibility Dep.,25/07/2025,,,,Galium album,Galium album,,,,,0,5,fl,,,,1,,,"22, 24, 18",
2523,BC12,EXT,Sustainibility Dep.,03/10/2025,,,,Galium album,Galium album,,,,,0,5,,,,,,,,"15, 13, 7",
3004,BC15,EXT,Blühfläche PflaPhy,27/03/2025,,,,Galium album,Galium album,,,,,0,0.1,,,,,,,,3,
3050,BC15,EXT,Blühfläche PflaPhy,29/05/2025,,,,Galium album,Galium album,0,0,0,0,0,0.1,,,,,,,,"19, 12, 11",
3096,BC15,EXT,Blühfläche PflaPhy,29/07/2025,,,,Galium album,Galium album,,,,,0,2,fl,,,,1,,,"26, 14, 10",
3134,BC15,EXT,Blühfläche PflaPhy,01/10/2025,,,,Galium album,Galium album,,,,,0,1.5,,,,,,,,"10, 12, 6",
3767,BC18,SE,Gartenhaus,28/03/2025,,,cf,Galium album,Galium album,,,,,0.001,0.01,,,,,,,,5,
3818,BC18,SE,Gartenhaus,24/05/2025,,,cf,Galium album,Galium album,0,0,0,0,0.001,X,,,,,,,,1,
590,BC04,EXT,Hahn-Meitner-Bau,29/03/2025,,,cf,Galium verum,Galium verum,,,,,0,0.01,,,,,,,,"5, 3",
652,BC04,EXT,Hahn-Meitner-Bau,24/05/2025,,,cf,Galium verum,Galium verum,0,0,0,0,0,0.4,,,,,,,,"49, 53, 40",
729,BC04,EXT,Hahn-Meitner-Bau,24/07/2025,,,,Galium verum,Galium verum,,,,,0,2,,,,,,,,"47, 73, 87",
11,BC01,NW,August-von-Wassermann Platz,29/03/2025,,,,Geranium molle,Geranium molle,,,,,0.3,0.5,,,,,,,,,
26,BC01,SE,August-von-Wassermann Platz,29/03/2025,,,,Geranium molle,Geranium molle,,,,,0.1,,,,,,,,,1,
50,BC01,NW,August-von-Wassermann Platz,22/05/2025,,,,Geranium molle,Geranium molle,0,0,0,1,2,1,fl,,,,1,,,"5, 6, 6",
68,BC01,SE,August-von-Wassermann Platz,22/05/2025,,,,Geranium molle,Geranium molle,0,0,0,0,1,,,,,,,,,,
90,BC01,NW,August-von-Wassermann Platz,24/07/2025,,,,Geranium molle,Geranium molle,,,,,0.3,,,,,,,,,1,
103,BC01,SE,August-von-Wassermann Platz,24/07/2025,,,,Geranium molle,Geranium molle,,,,,0.5,0.5,S,1,,,,,,,
127,BC01,NW,August-von-Wassermann Platz,02/10/2025,,,,Geranium molle,Geranium molle,,,,,5,3,,,,,,,,,
145,BC01,SE,August-von-Wassermann Platz,02/10/2025,,,,Geranium molle,Geranium molle,,,,,5,,,,,,,,,"6, 2, 5",
176,BC02,NW,Garystr. Flächen Gelenkte Spontan,29/03/2025,,,,Geranium molle,Geranium molle,,,,,10,5,,,,,,,,,
203,BC02,SE,Garystr. Flächen Gelenkte Spontan,29/03/2025,,,,Geranium molle,Geranium molle,,,,,3,,,,,,,,,"2, 3, 2",
229,BC02,NW,Garystr. Flächen Gelenkte Spontan,22/05/2025,,,,Geranium molle,Geranium molle,10,5,15,15,5,3,fl,,,,1,,,"8, 5, 6",
252,BC02,SE,Garystr. Flächen Gelenkte Spontan,22/05/2025,,,,Geranium molle,Geranium molle,15,50,5,10,10,,,,,,,,,,
277,BC02,NW,Garystr. Flächen Gelenkte Spontan,24/07/2025,,,,Geranium molle,Geranium molle,,,,,1,,S,1,,,,,,"1, 2, 1",
299,BC02,SE,Garystr. Flächen Gelenkte Spontan,24/07/2025,,,,Geranium molle,Geranium molle,,,,,0.5,1,,,,,,,,,
326,BC02,NW,Garystr. Flächen Gelenkte Spontan,02/10/2025,,,,Geranium molle,Geranium molle,,,,,1,5,,,,,,,,,
381,BC03,NW,Hahn-Meitner-Fläche,29/03/2025,,,,Geranium molle,Geranium molle,,,,,2,0.5,,,,,,,,"3, 4",
408,BC03,SE,Hahn-Meitner-Fläche,29/03/2025,,,cf,Geranium molle,Geranium molle,,,,,X,,,,,,,,,,
447,BC03,NW,Hahn-Meitner-Fläche,30/05/2025,,,,Geranium molle,Geranium molle,0,0,5,5,2,,,,,,,,,,
473,BC03,SE,Hahn-Meitner-Fläche,30/05/2025,,,,Geranium molle,Geranium molle,25,5,3,2,2,2,fl+fr,,,,1,1,,"15, 8, 9, 14",
503,BC03,NW,Hahn-Meitner-Fläche,24/07/2025,,,,Geranium molle,Geranium molle,,,,,1,2,,,,,,,,,
524,BC03,SE,Hahn-Meitner-Fläche,24/07/2025,,,,Geranium molle,Geranium molle,,,,,0.1,,S,1,,,,,,2,
552,BC03,NW,Hahn-Meitner-Fläche,02/10/2025,,,,Geranium molle,Geranium molle,,,,,2,5,,,,,,,,,
575,BC03,SE,Hahn-Meitner-Fläche,02/10/2025,,,,Geranium molle,Geranium molle,,,,,3,,fl,,,,1,,,"8, 8, 12",
601,BC04,NW,Hahn-Meitner-Bau,29/03/2025,,,,Geranium molle,Geranium molle,,,,,0.5,,,,,,,,,"3, 2, 2",
629,BC04,SE,Hahn-Meitner-Bau,29/03/2025,,,,Geranium molle,Geranium molle,,,,,0.05,0.5,,,,,,,,,
666,BC04,NW,Hahn-Meitner-Bau,24/05/2025,,,,Geranium molle,Geranium molle,15,10,5,7,2,1,,,,,,,,"10, 15, 8",
701,BC04,SE,Hahn-Meitner-Bau,24/05/2025,,,,Geranium molle,Geranium molle,0,0,0,0.1,1,,fl+fr,,,,1,1,,,
743,BC04,NW,Hahn-Meitner-Bau,24/07/2025,,,,Geranium molle,Geranium molle,,,,,0.5,0.2,fl,,,,1,,,"9, 10",
797,BC04,NW,Hahn-Meitner-Bau,02/10/2025,,,,Geranium molle,Geranium molle,,,,,0.5,0.5,,,,,,,,,
828,BC04,SE,Hahn-Meitner-Bau,02/10/2025,,,,Geranium molle,Geranium molle,,,,,0.2,,,,,,,,,"3, 5, 4",
866,BC05,NW,Hochschulsport,28/03/2025,,,pussilum cf,Geranium molle,Geranium molle,,,,,0.5,0.5,,,,,,,,2,
894,BC05,SE,Hochschulsport,28/03/2025,,,cf,Geranium molle,Geranium molle,,,,,0.5,,,,,,,,,,
935,BC05,NW,Hochschulsport,30/05/2025,,X,pussilum cf,Geranium molle,Geranium molle,0,0,0,1,0.5,,,,,,,,,,
972,BC05,SE,Hochschulsport,30/05/2025,,,pussilum cf,Geranium molle,Geranium molle,0,3,3,1,0.5,0.5,fr,,,,,1,,"8, 3",
1074,BC05,NW,Hochschulsport,28/09/2025,,,,Geranium molle,Geranium molle,,,,,0.5,0.3,,,,,,,,,
1105,BC05,SE,Hochschulsport,28/09/2025,,,,Geranium molle,Geranium molle,,,,,0.1,,,,,,,,,"4, 6, 5",
1139,BC06,NW,Volleyball,27/03/2025,,23.05,pussilum cf,Geranium molle,Geranium molle,,,,,3,,,,,,,,,"1, 2, 1",
1161,BC06,SE,Volleyball,27/03/2025,,,pussilum cf,Geranium molle,Geranium molle,,,,,7,5,,,,,,,,,
1195,BC06,NW,Volleyball,23/05/2025,,,pussilum cf,Geranium molle,Geranium molle,0,0,0,1,3,,,,,,,,,,
1219,BC06,SE,Volleyball,23/05/2025,,,pussilum cf,Geranium molle,Geranium molle,0,0,0,1,1,2,fl+fr,,,,1,1,,"9, 9, 7",
1250,BC06,NW,Volleyball,30/07/2025,,,,Geranium molle,Geranium molle,,,,,1,1,S,1,,,,,,"2, 3, 3",
1271,BC06,SE,Volleyball,30/07/2025,,,,Geranium molle,Geranium molle,,,,,2,,,,,,,,,,
1301,BC06,NW,Volleyball,28/09/2025,,,,Geranium molle,Geranium molle,,,,,2,3,fl+fr,,,,1,1,,,
1325,BC06,SE,Volleyball,28/09/2025,,,,Geranium molle,Geranium molle,,,,,4,,,,,,,,,"4, 5, 5",
1392,BC07,S,Sophie's site,27/03/2025,,,cf,Geranium molle,Geranium molle,,,,,0.1,0.1,,,,,,,,1,
1417,BC07,EXT,Sophie's site,23/05/2025,,,,Geranium molle,Geranium molle,0,0,0,0,0,0.01,fr,,,,,1,,4,
1473,BC07,EXT,Sophie's site,31/07/2025,,,,Geranium molle,Geranium molle,,,,,0,0.01,S,1,,,,,,2,
1530,BC07,EXT,Sophie's site,28/09/2025,,,,Geranium molle,Geranium molle,,,,,0,0.01,,,,,,,,"1, 2",
1735,BC09,NW,Zierkirschenplatz Randstreifen,27/03/2025,,24.05,,Geranium molle,Geranium molle,,,,,0.5,0.5,,,,,,,,"2, 1, 1",
1772,BC09,NW,Zierkirschenplatz Randstreifen,24/05/2025,,,,Geranium molle,Geranium molle,0,0,2,5,0.5,0.1,fl,,,,1,,,"3, 4, 4",
1811,BC09,NW,Zierkirschenplatz Randstreifen,30/07/2025,,,,Geranium molle,Geranium molle,,,,,0.4,0.2,fl,,,,1,,,"8, 2, 3",
1857,BC09,NW,Zierkirschenplatz Randstreifen,03/10/2025,,,,Geranium molle,Geranium molle,,,,,0.5,1,,,,,,,,"2, 3, 3",
1915,BC10,NW,Arnimallee meadow,04/04/2025,,,cf,Geranium molle,Geranium molle,,,,,0.01,0.001,,,,,,,,1,
2228,BC11,NW,Durchgang Fabeckstrasse Takustrasse,28/03/2025,,,cf,Geranium molle,Geranium molle,,,,,0.01,0.1,,,,,,,,,
2243,BC11,SE,Durchgang Fabeckstrasse Takustrasse,28/03/2025,,,cf,Geranium molle,Geranium molle,,,,,0.1,,,,,,,,,1,
2265,BC11,NW,Durchgang Fabeckstrasse Takustrasse,31/05/2025,,,cf,Geranium molle,Geranium molle,0,0,5,5,1,0.3,,,,,,,,,
2281,BC11,SE,Durchgang Fabeckstrasse Takustrasse,31/05/2025,,,cf,Geranium molle,Geranium molle,0,0,0,0,1,,fl,,,,1,,,"2, 2, 1",
2309,BC11,NW,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,,Geranium molle,Geranium molle,,,,,0.1,0.1,fl,,,,1,,,"6, 1, 2",
2324,BC11,SE,Durchgang Fabeckstrasse Takustrasse,29/07/2025,,,,Geranium molle,Geranium molle,,,,,0.3,,,,,,,,,,
2350,BC11,NW,Durchgang Fabeckstrasse Takustrasse,01/10/2025,,,,Geranium molle,Geranium molle,,,,,0.5,0.4,,,,,,,,"3, 2, 3",
2814,BC14,NW,Biodidaktik,03/04/2025,,,cf,Geranium molle,Geranium molle,,,,,0.01,0.001,,,,,,,,1,
2841,BC14,SE,Biodidaktik,03/04/2025,,,cf,Geranium molle,Geranium molle,,,,,0.001,,,,,,,,,,
